,0
22260,NEG
66234,NEU
90679,NEG
70307,NEG
30804,NEG
61216,NEU
82954,POS
91156,NEG
34005,NEG
71524,NEG
40159,NEG
91223,POS
13314,NEG
54036,NEU
31141,NEG
80777,NEG
55192,POS
66813,NEG
30895,POS
42423,NEG
17191,NEG
44676,NEG
14327,NEU
36931,NEU
90804,NEG
59385,NEG
64448,NEG
28067,NEG
10812,NEU
46814,NEG
94278,NEG
91943,NEU
16777,NEG
70417,POS
72660,NEU
65102,NEU
39880,NEG
47546,NEG
24090,NEG
85216,NEG
32202,POS
51443,NEG
36194,NEG
65496,NEG
13498,NEG
40476,NEG
45136,NEU
84789,POS
38074,POS
84515,NEG
23010,POS
48601,POS
98434,NEU
21047,NEU
78577,NEU
91396,NEG
21064,POS
89244,NEG
79226,NEU
87000,NEG
42953,NEG
50473,NEU
89881,NEG
64717,POS
68528,NEU
55298,NEG
14899,POS
66673,NEG
17914,NEG
93706,NEG
52713,NEG
49216,NEG
83996,NEG
98724,POS
12645,NEG
98558,NEU
72645,NEU
10537,NEU
54043,POS
11123,NEU
74116,POS
65930,NEG
48279,POS
38827,NEG
42168,NEG
68570,NEU
31105,NEG
72604,NEG
66534,NEG
43348,NEU
13047,NEG
68653,POS
20925,NEU
37692,NEG
49189,NEG
38692,NEG
88158,NEG
37536,POS
59556,POS
98466,POS
67980,NEG
44085,NEG
44096,NEU
10645,NEU
41129,NEU
41304,NEU
65099,NEG
78195,POS
64672,NEG
99954,NEU
27248,POS
47478,NEG
66355,NEG
65805,POS
78174,NEG
55866,NEG
86688,NEU
64781,NEG
39322,NEG
82377,NEG
10401,NEU
50561,NEU
58559,NEG
60506,POS
22062,NEU
99701,POS
25374,NEU
84446,POS
18485,POS
33951,NEU
99831,NEG
82146,NEG
76396,NEG
30679,NEG
77808,NEG
49075,NEG
17082,NEG
84569,NEG
70373,NEG
75420,NEG
71869,NEG
24330,NEU
46858,NEG
26276,NEU
37068,NEG
69757,NEG
95188,NEG
43763,POS
81846,POS
67089,NEG
59597,NEG
84623,NEG
16109,NEG
33283,NEG
65679,NEU
14044,POS
36865,NEG
97184,POS
29719,POS
69696,NEG
55180,POS
82019,NEU
98521,NEG
91808,NEG
64761,POS
56286,NEU
45171,NEG
44690,POS
13279,NEU
80461,NEG
46472,NEU
93598,NEG
45431,NEU
66367,NEG
80682,NEG
81594,NEG
26199,NEG
45697,NEG
80731,NEU
15041,NEG
49020,NEG
23820,NEU
37789,NEU
53574,POS
64414,NEG
93615,POS
67985,POS
31397,NEG
25990,NEG
52261,NEG
20335,NEG
62839,NEG
34629,NEU
84836,NEG
55295,NEG
58444,POS
52835,NEG
49336,POS
26553,POS
73550,POS
17926,NEU
60977,NEU
86895,NEG
91618,NEU
92805,NEG
73156,POS
93018,NEG
20906,NEG
97581,NEG
11806,NEG
83659,NEG
53879,NEG
43241,NEG
82428,POS
19541,POS
98627,NEG
84642,NEU
27536,NEG
65421,NEG
43865,NEG
83192,NEU
50631,POS
57627,POS
60473,NEG
44467,POS
76795,NEU
91741,NEG
79545,NEG
70794,NEU
53203,POS
83005,NEU
49118,NEG
52985,NEG
39327,NEG
45852,NEG
98340,NEU
82598,NEG
59178,NEG
84823,NEU
28723,NEU
36356,NEU
50500,NEG
38758,NEU
66220,NEG
18456,NEG
25486,NEG
52969,NEG
36448,NEG
12020,POS
64716,NEU
81765,NEG
75411,NEG
29819,NEU
23483,NEU
68464,NEU
99943,NEG
45932,NEG
56012,NEG
29999,NEG
27506,POS
54490,NEG
96626,NEG
59232,NEG
88856,NEG
34873,POS
47096,NEU
21854,NEG
11875,NEG
47023,NEU
19135,NEG
59575,NEG
27111,POS
80983,NEU
32192,NEU
27675,NEG
12221,NEU
26146,NEG
10114,NEG
84688,POS
80067,NEG
29792,NEU
16903,NEG
40904,NEG
86966,POS
60552,POS
24561,NEG
76635,NEG
45073,NEG
73623,NEU
50780,POS
18821,NEG
86160,NEG
29354,NEG
90878,NEG
21790,NEG
49700,NEG
26012,NEU
58617,NEU
95386,POS
57137,POS
69911,NEG
97915,NEU
64148,NEG
35638,NEG
36888,POS
73262,POS
45346,NEG
93234,POS
65741,NEG
95881,POS
98703,NEU
31903,NEU
47667,NEG
88300,NEG
64198,NEG
63100,NEG
99400,POS
84960,NEG
24584,NEG
99712,NEG
92670,NEG
67684,NEG
12548,NEG
69743,POS
93394,NEU
31537,NEG
94910,NEG
96947,NEG
11188,NEG
88017,NEG
41487,NEG
95092,NEG
70820,POS
65831,NEG
62887,NEG
70322,NEG
83083,NEG
47969,NEU
21728,NEG
70846,NEU
89125,NEG
33705,POS
87400,NEG
64320,NEG
14412,NEU
72930,NEU
93229,NEU
29608,NEG
76034,NEU
79996,POS
89389,NEG
28119,NEU
44636,NEU
13473,NEG
58457,NEG
16042,POS
17568,NEG
94169,NEG
18591,POS
14067,NEG
53108,POS
81355,NEG
10619,NEG
75449,NEG
71395,NEG
76270,NEU
27949,NEG
51964,NEG
28465,POS
78543,POS
12461,NEG
65045,NEU
94663,NEG
36315,POS
99832,NEG
27176,NEG
34942,NEG
43468,NEG
80716,NEG
95650,NEG
56813,NEG
64583,NEG
22843,NEG
97598,NEG
22125,POS
44170,NEG
17319,NEG
68873,POS
71797,NEG
58956,POS
33403,NEG
24516,NEG
14575,NEG
68672,NEG
50444,NEG
78718,NEG
53573,POS
12913,POS
86814,NEU
75385,NEU
34473,NEU
56273,NEG
77827,NEG
42813,POS
57616,NEU
10787,POS
59730,NEU
97619,NEG
25192,NEG
69218,NEG
49138,NEG
19287,POS
93457,POS
16614,NEG
31616,NEG
25067,NEG
99796,NEG
96587,NEG
15936,NEG
96293,NEG
79130,NEG
77601,NEG
49442,NEG
36692,NEG
79287,NEU
10862,NEG
43408,NEG
24896,POS
62928,NEG
29193,NEG
63308,NEG
83407,NEG
34660,NEG
93168,NEG
73969,POS
84781,NEG
32275,NEG
16681,POS
70454,NEG
37864,NEG
57124,NEU
37204,NEG
41131,NEG
43844,NEU
18065,POS
67185,NEG
33109,NEG
65156,NEG
21785,NEU
18020,NEG
13761,NEG
44955,POS
30989,POS
17114,NEG
29099,NEG
29260,POS
19421,NEG
73505,NEG
64242,NEG
94225,NEU
92402,NEU
66616,NEG
57285,POS
89704,NEG
15788,NEG
18948,NEG
58526,POS
19677,NEU
59777,NEG
58103,NEG
57353,NEG
85155,POS
86315,NEG
23588,NEG
77408,NEU
36854,NEG
55444,NEG
67044,POS
20935,POS
62545,NEG
40683,NEG
47495,NEG
16742,NEG
70046,NEG
46054,NEG
13253,NEU
54069,NEG
14670,NEU
24148,NEG
60860,NEU
90733,NEU
13419,NEU
35292,NEU
80773,NEU
21148,NEG
74880,NEG
58011,NEG
64166,NEG
84202,NEG
71490,NEG
24005,POS
61286,NEG
54323,NEG
92657,NEU
35974,POS
85796,NEG
20554,NEG
49980,NEG
11007,NEG
50415,POS
87059,POS
59606,POS
88612,NEU
51557,NEG
14666,NEU
34956,POS
34459,NEG
18944,POS
41226,NEG
82268,POS
21050,POS
45201,NEU
11763,NEG
20561,NEG
83999,NEU
27807,NEU
35677,NEG
27068,NEU
69030,NEG
44612,NEG
59986,POS
69376,NEU
76483,NEG
38696,POS
91346,NEU
93221,NEU
44907,POS
17214,NEG
77742,NEU
81013,NEU
47148,NEG
71430,NEG
23928,NEU
41824,NEG
37225,NEG
14047,NEG
23214,NEG
51222,NEG
28889,NEU
40847,NEU
28737,POS
82248,NEG
68801,NEG
36038,NEG
92353,NEG
20540,NEG
13971,NEU
24696,NEU
59960,POS
87993,POS
45393,NEG
49160,POS
62680,NEG
62295,NEG
71760,POS
56516,NEG
36779,NEG
35084,NEG
68365,NEU
90446,NEG
29701,NEG
87303,POS
21776,NEU
40003,NEU
22780,POS
45541,NEG
82192,NEG
26050,NEG
90444,NEU
58206,NEG
22371,NEG
50468,NEG
26572,NEG
64082,NEU
33975,NEU
46810,NEG
39664,NEG
25365,POS
83029,NEU
37231,NEU
45822,POS
62792,NEG
21791,NEG
54430,NEU
98723,POS
26918,NEG
36835,NEG
94723,NEG
87510,NEG
60490,NEG
27052,NEU
54252,NEU
33013,NEU
46725,NEG
75988,NEG
79883,NEU
66467,NEU
47391,NEU
58203,NEG
86961,NEG
95349,NEG
35572,NEG
82128,POS
62240,NEG
72278,NEG
39007,NEU
27372,NEG
95370,POS
50543,NEG
22624,NEG
45196,NEU
28698,NEG
56736,POS
99416,NEG
26764,POS
96002,NEG
37565,NEG
97494,POS
61734,NEG
46945,NEG
14201,POS
94640,NEU
86299,POS
70914,NEG
15636,NEG
13063,NEG
41102,NEG
30282,NEG
22977,POS
54968,NEG
92389,POS
89118,NEG
87533,POS
69311,NEU
65393,NEU
91999,NEG
57252,POS
24376,NEG
70917,NEG
78063,NEU
51190,POS
31104,NEG
80841,NEU
10669,NEU
41379,NEG
77156,NEG
86104,NEG
93063,NEG
81689,NEG
14621,NEU
80828,NEU
66761,NEG
36174,POS
33301,NEG
77792,NEG
11580,NEU
64878,NEG
51484,NEU
38062,NEG
57695,NEG
25679,NEG
35240,POS
21970,NEU
46263,NEG
87125,NEU
52937,NEG
10744,NEG
24418,NEG
90329,NEU
27207,NEU
75217,NEU
61587,POS
71406,NEU
37577,NEG
11834,POS
73817,POS
11725,NEU
31237,NEU
46591,NEG
80181,NEU
76282,NEU
11892,POS
38296,NEG
55028,NEG
94937,NEU
35790,NEU
34430,NEU
50938,NEG
13574,NEG
15882,NEG
29114,NEG
65486,NEG
73145,POS
75692,NEU
82120,NEG
62090,NEG
81844,NEG
21084,POS
49166,POS
43774,NEU
83049,NEU
10958,POS
17601,POS
29507,NEU
29351,NEG
82648,POS
22801,POS
78146,NEG
58583,NEG
57303,NEG
56548,POS
89454,NEU
10424,NEG
96462,POS
66127,NEG
91323,NEU
69501,NEU
68143,NEU
52720,NEG
12182,NEG
17969,NEG
37378,NEG
48988,NEG
31419,NEG
44848,NEG
86554,NEG
70368,NEG
58773,NEG
30844,NEG
68563,POS
66075,NEU
39112,NEU
75880,NEG
85273,NEG
98564,NEU
53051,NEG
45021,NEU
90047,NEG
31636,NEU
90829,NEG
19306,NEG
40903,NEU
56160,POS
78616,NEG
28398,NEG
64013,NEG
84951,NEU
26748,NEG
32723,NEG
75696,NEG
68560,NEG
95527,POS
49936,NEG
74528,NEU
81395,NEU
78409,POS
94985,POS
38773,NEU
32451,POS
33811,NEG
69452,POS
71510,NEG
80776,NEG
28403,NEG
29297,NEG
94378,NEU
16030,NEG
11275,NEG
63287,POS
91969,NEG
22174,NEG
16577,NEU
83637,NEU
12695,NEG
67651,NEG
93111,NEG
23573,NEU
10590,NEU
80374,NEG
95631,NEG
63826,NEG
30611,NEG
56910,NEU
11041,NEG
28065,POS
17860,NEG
74400,NEG
35372,POS
59326,NEG
36668,NEG
16286,NEG
91525,NEG
69391,NEU
80585,NEG
81332,NEG
70266,NEG
36623,NEG
30123,NEU
93071,NEG
91923,NEG
59625,NEG
24758,POS
14998,POS
76213,NEG
30815,POS
47706,NEG
64455,NEG
13288,NEG
16743,NEG
51013,POS
32810,POS
80728,NEG
45184,NEG
87507,POS
25519,NEG
34409,NEU
84485,NEG
45400,NEG
32699,POS
91189,NEG
15462,NEU
94412,NEG
10825,NEG
98407,NEG
45890,NEG
61621,NEG
35689,NEG
50493,NEG
21048,NEG
64667,POS
35109,NEG
75876,NEU
95224,NEG
59615,POS
75208,NEU
29213,POS
59158,POS
85454,POS
60096,NEG
83409,NEG
36143,NEU
57827,NEG
27937,NEU
27295,NEG
65856,NEG
82433,NEG
84699,POS
91284,NEU
28831,NEG
40282,NEG
72396,NEU
36560,NEU
16942,NEG
13896,POS
13481,NEU
39042,NEG
99334,NEG
98387,NEG
65719,NEU
15994,NEU
94688,NEG
51627,NEG
84493,NEG
50725,POS
14486,NEG
19632,NEG
15213,NEG
12015,NEG
46669,NEG
85669,POS
32491,NEG
41783,NEG
79318,NEG
21915,POS
32612,NEU
92498,NEU
84486,NEG
15165,POS
92314,NEG
83134,NEG
19736,POS
56852,POS
61756,NEG
26975,NEG
19847,NEG
67075,POS
20646,NEG
73204,NEG
91429,NEG
84915,NEU
29459,POS
10234,NEU
22220,NEG
90712,NEU
32534,NEG
55987,POS
47206,NEU
37277,NEG
86012,NEG
60265,NEU
17664,NEG
92867,NEG
73245,NEU
23899,NEU
39124,NEG
50364,NEG
36049,NEG
16400,POS
85278,NEG
54803,NEG
35864,POS
11451,NEG
93406,POS
39538,NEU
51609,NEG
17469,NEU
26237,NEU
29262,POS
97654,NEU
47122,NEG
61599,NEG
14271,NEG
40202,NEG
81417,POS
17380,NEU
75339,POS
63246,NEU
99697,NEG
56391,POS
64888,NEG
45396,NEU
40031,POS
90554,NEG
22207,NEG
24771,NEU
58638,NEG
72099,NEU
59153,NEG
12754,NEU
41861,POS
79061,NEU
78422,NEG
17853,NEU
56099,NEG
33110,NEG
13794,NEU
15548,NEG
50379,NEG
30740,NEG
67949,POS
71630,NEG
60923,NEG
30297,NEG
96396,NEU
82694,NEU
99720,NEG
51603,NEU
46085,NEU
44555,POS
17891,NEG
41737,NEG
32345,POS
68984,NEG
69211,NEU
30093,NEG
32269,POS
61846,NEG
95951,POS
90130,NEU
49773,NEG
60792,POS
95790,NEU
88916,NEG
66580,NEG
43289,NEG
13711,NEG
86184,NEU
22286,NEG
10667,POS
60985,NEG
50391,NEU
33195,NEU
24370,NEG
12851,NEG
55600,NEG
10283,NEU
71369,NEG
76719,NEU
34132,NEG
27357,NEG
48973,POS
91647,NEG
32372,NEG
11348,NEU
54210,NEG
93447,NEU
68660,NEG
41318,NEU
71762,NEU
67183,NEU
45699,POS
56870,NEG
49645,NEG
62054,POS
89031,NEU
24155,NEG
38828,NEU
28028,NEU
17119,NEG
55478,NEG
41732,NEU
62363,NEG
36059,NEG
63253,NEG
32850,POS
50012,NEG
33091,NEG
35483,NEG
86645,NEG
76733,NEU
73564,NEU
12587,NEG
52291,NEG
22830,NEG
48299,NEU
86988,NEG
53244,NEG
35693,NEU
78837,NEG
10981,NEG
81219,NEU
78350,POS
17130,NEU
90499,NEG
39205,NEG
98855,POS
21707,NEG
88576,NEG
27136,NEU
66923,POS
90608,NEU
19267,NEG
44903,NEG
11046,NEG
22907,NEG
50204,POS
65112,POS
85638,NEG
54898,NEG
54549,NEG
63058,POS
80113,NEG
48784,NEG
48951,NEG
41778,POS
48236,NEG
79987,NEU
38880,POS
56585,NEG
86029,NEG
44987,NEG
30877,POS
81307,NEG
27296,NEG
73350,NEG
25180,NEG
94152,NEG
71376,NEU
32894,NEG
31931,NEG
36397,NEG
91574,NEG
22144,NEG
86550,POS
18487,POS
17031,NEG
72124,NEG
17512,NEG
95451,POS
65955,NEG
81310,NEG
73453,NEG
24590,POS
47716,NEG
83556,NEU
81401,NEG
83041,NEG
57669,NEG
86326,NEU
74676,NEG
24073,NEG
29698,POS
20068,NEU
23219,NEU
27662,NEG
94142,NEG
27502,NEG
97072,NEG
64524,NEG
20789,POS
46813,POS
37517,NEG
13004,NEU
36343,NEG
15472,NEG
84140,NEU
79577,NEG
33114,NEU
53784,POS
89221,NEG
40348,NEU
82489,NEG
38392,POS
12957,NEG
85092,NEG
89310,POS
32366,NEU
80348,POS
42523,NEG
93415,NEG
58482,POS
51452,NEG
71211,NEU
76435,NEG
46732,POS
85261,NEG
59307,NEG
53870,NEG
49035,NEU
50121,POS
88941,POS
79993,NEG
40418,NEU
31394,NEG
29658,NEG
22707,NEG
95681,POS
88365,NEG
24863,NEG
51044,NEG
56611,NEG
46988,NEG
23664,NEG
32147,NEU
15243,NEG
31001,NEU
25160,NEG
36030,POS
80285,NEG
42456,NEG
64349,POS
82355,NEG
62022,NEG
62169,NEG
20504,NEG
37087,NEG
64220,NEG
91919,NEU
96095,NEU
36552,NEG
31282,NEU
34891,NEU
48076,NEG
48002,POS
16191,POS
59002,NEG
11578,NEG
63132,NEG
13902,NEG
61144,POS
13751,NEU
71582,NEG
67674,POS
81179,NEU
25698,NEU
46498,NEG
45090,NEU
60885,NEG
56036,NEG
70535,NEG
17492,NEG
84864,NEU
16918,NEU
33193,NEG
38294,NEG
96159,NEG
77559,NEG
73339,NEG
18479,NEU
26708,NEU
89350,NEG
99645,NEG
53855,NEG
85349,NEG
86649,NEU
85961,NEU
25781,NEU
35882,NEU
27456,NEG
72756,NEG
45086,NEG
29105,NEU
22408,NEU
28662,POS
35183,NEG
35419,NEG
94131,NEU
80975,NEU
41918,NEG
28993,POS
82917,NEG
72928,NEG
89297,NEU
41981,NEG
68100,POS
98220,NEG
22712,NEG
68792,NEG
91634,NEG
53538,NEU
61578,NEG
63550,NEG
89078,NEG
82909,NEG
23779,NEU
61218,POS
30838,NEG
52894,POS
13075,NEG
44499,NEU
27819,NEG
89381,NEG
24878,NEU
54245,NEG
53575,NEU
91955,NEU
84930,POS
90900,NEU
73958,NEG
19521,NEG
23534,NEU
70611,POS
11944,NEG
37193,POS
36761,POS
12198,NEG
13752,NEU
11048,NEG
61909,NEG
58145,NEU
67076,NEG
94071,NEG
44020,NEG
14992,NEG
90231,NEU
29463,POS
85750,POS
25019,NEG
57820,NEG
39148,NEU
36137,NEG
77747,NEG
62931,NEG
26171,NEG
63168,NEG
61527,NEG
12171,POS
36451,NEU
61737,NEG
14146,POS
46938,NEU
28357,NEG
39315,POS
87426,NEG
33893,NEG
85841,POS
21307,NEG
88679,NEG
27713,NEU
49780,NEG
29648,NEG
15718,NEG
46168,NEG
54979,NEU
57440,NEG
17314,NEG
82398,NEG
55751,NEG
75201,NEG
21372,NEG
85387,NEG
95450,POS
46438,POS
77733,NEG
10498,NEG
26489,NEU
57426,NEG
23840,POS
92379,NEG
56705,NEG
77358,POS
13698,NEG
13064,NEU
61302,NEG
94862,NEU
25582,NEG
54030,NEU
53500,NEG
78967,POS
98130,NEG
15251,NEG
88269,POS
15451,POS
97470,NEG
87412,POS
66057,POS
65867,POS
77308,NEG
94076,POS
35321,POS
23366,NEG
41560,NEG
63983,NEU
28625,POS
32435,POS
75045,POS
47395,NEG
51180,POS
34953,NEG
92132,NEG
55276,NEG
66290,NEU
51986,POS
13665,POS
68264,NEG
87376,POS
42047,NEU
13793,POS
24340,NEG
29007,NEU
19008,POS
14093,NEG
47000,NEU
47771,NEG
29779,NEG
71574,NEU
93258,POS
34666,NEU
82331,NEG
71996,NEG
26157,POS
98745,NEG
89834,NEG
10587,NEG
32786,NEG
55643,NEG
62075,NEG
45756,NEG
35251,NEU
90242,NEG
46699,NEG
84112,NEG
43506,NEG
52628,NEG
16936,NEU
43458,POS
92079,POS
12806,NEG
58280,POS
48274,NEG
54897,NEG
37682,NEG
56915,NEG
11618,NEG
38886,NEG
56592,NEG
63646,POS
30103,POS
17578,NEG
38483,NEU
17675,NEU
58830,NEG
17691,POS
55006,NEU
87893,NEG
65469,NEG
77903,NEG
91308,NEU
54265,NEU
92091,POS
23084,NEU
97852,NEG
60451,NEU
49370,NEG
66545,NEG
18561,POS
42212,NEG
95191,NEG
71100,NEG
90022,POS
55219,NEU
27440,NEG
22493,NEU
50231,NEG
58581,NEU
48281,NEG
81253,NEG
73212,POS
93754,NEG
45586,POS
28596,NEG
27692,NEU
81657,NEG
78183,POS
31246,NEG
91405,NEU
67006,NEU
87281,NEU
21267,NEG
15922,NEG
85133,NEG
65355,NEG
25043,NEG
24720,NEG
15876,NEG
21376,NEU
87273,NEG
84538,NEU
93133,NEG
96063,POS
75167,NEG
75791,NEG
37729,POS
92720,POS
92000,NEG
63028,NEG
44162,NEU
48717,NEU
43384,NEG
89738,NEG
98644,NEU
88126,NEG
75943,POS
20399,POS
68120,NEG
92033,NEG
21767,NEG
97985,POS
88855,NEU
86850,NEU
61361,NEU
34518,NEG
95937,NEU
16162,NEG
49345,POS
33337,NEG
29687,POS
61775,NEU
95645,NEG
30523,NEG
13485,NEG
58468,POS
32303,POS
12796,NEU
36781,NEU
40813,NEG
53866,NEG
72162,NEG
35355,NEU
60080,NEU
53781,NEG
96110,POS
54858,NEG
59064,NEG
61374,NEG
77500,POS
45925,NEG
22280,NEG
55150,NEU
44318,NEG
19659,NEG
69284,NEU
81801,NEG
76865,NEG
23241,NEG
56974,NEG
26843,NEU
93012,NEU
19145,NEU
96625,NEG
14310,NEG
26815,NEG
27997,POS
29510,NEG
57970,NEU
65961,NEU
63428,NEU
20868,NEG
95429,NEG
48006,NEG
89868,NEG
38643,NEG
41255,POS
46162,NEG
49578,NEG
75915,NEU
90956,NEG
47926,NEG
55041,NEG
32946,NEG
81968,NEG
21440,NEU
55116,NEG
95031,NEG
25995,NEG
10094,NEG
29505,NEG
85241,NEG
42872,NEG
65656,POS
68408,NEG
83952,NEG
96547,NEG
75046,NEG
64197,NEG
55085,NEG
81738,NEG
46849,POS
70014,NEG
40610,NEG
36866,NEG
45549,NEG
90201,NEG
93623,NEG
76858,NEG
21525,NEG
32689,NEU
53549,NEG
69656,NEG
90092,NEG
69494,NEG
78943,NEG
75113,NEG
33043,NEG
45574,NEG
95833,POS
73651,NEG
48871,NEG
92076,NEU
55266,POS
52325,POS
34986,NEG
70212,NEG
80581,NEG
23691,NEU
91170,NEU
95811,NEG
77307,NEU
26981,NEG
81786,NEG
86718,NEG
27151,NEG
74407,POS
18939,NEG
91312,POS
34640,NEG
31844,POS
34118,POS
10767,NEU
37532,NEU
78177,NEG
63497,NEG
13121,NEU
32596,NEG
85413,POS
38109,NEG
67572,NEU
21059,NEG
32143,NEG
26305,POS
74252,POS
81249,NEG
49768,NEU
93277,NEG
56208,NEG
19000,NEG
64027,NEG
16608,POS
77672,NEG
78556,NEG
32097,NEG
15789,POS
33570,NEU
17536,NEG
80148,POS
55940,NEG
84924,NEG
38859,NEG
85636,NEU
65686,NEG
34708,NEG
48089,NEG
67851,NEG
19340,NEG
19727,POS
10582,NEG
16822,NEU
87269,NEG
71084,NEU
55794,NEG
90595,POS
57622,NEG
39339,NEG
44526,NEU
57816,NEG
57027,NEU
15058,POS
43068,POS
42064,NEG
49204,NEG
42797,NEU
27877,NEG
90104,POS
10528,NEU
92835,NEG
55037,POS
94038,NEU
35878,NEG
70467,NEU
53003,NEG
93937,NEG
32846,NEG
40951,NEG
86258,POS
82256,NEG
45715,NEG
12795,NEG
37008,NEU
52613,NEG
96446,NEU
62079,NEG
29704,NEU
55641,NEG
58269,POS
84693,NEG
63759,NEU
26590,NEG
99477,NEG
56766,POS
42055,NEU
45622,NEG
64745,NEG
26181,NEG
36762,POS
84385,NEU
18105,NEG
30765,NEG
42735,NEU
78670,NEG
84691,NEU
98344,NEG
39642,NEU
53564,NEG
13230,POS
10734,NEU
57671,NEG
44764,NEU
63834,NEU
85121,NEU
67478,NEU
75100,NEG
34193,NEG
14922,NEG
83216,NEG
94359,NEG
30516,NEG
31832,NEG
63384,NEG
22088,NEG
40932,NEG
88928,POS
21615,NEG
33684,NEG
22963,NEG
40326,NEG
54590,NEU
16379,NEG
46169,POS
98709,NEG
85350,NEU
34349,NEG
54287,NEU
16279,NEU
86153,NEG
34896,NEG
11903,NEU
49059,NEG
32450,NEG
63195,NEU
28502,POS
66981,NEG
69677,NEU
77378,NEG
69703,NEG
75568,NEG
16718,NEG
93456,NEU
48024,POS
78271,NEU
80586,POS
11604,POS
92656,NEG
84884,NEG
40794,NEG
15375,NEG
54929,NEG
77963,NEG
26677,NEG
64773,NEG
44712,POS
91115,POS
72921,POS
97841,NEG
56033,NEG
65536,POS
89481,NEG
54783,NEG
79633,NEG
28186,POS
13184,NEU
18183,NEG
66259,POS
90341,NEG
20074,NEG
88101,NEU
53349,NEG
19819,NEG
64579,NEG
64459,NEU
68339,POS
79379,NEG
83935,NEG
86459,POS
93943,NEG
95600,NEG
98215,POS
19520,NEG
92761,POS
15209,POS
79710,POS
24910,NEG
54165,NEG
67668,NEG
70659,NEG
67293,NEG
28645,POS
15435,NEU
23577,NEG
25835,POS
83062,NEU
31334,NEG
55703,NEU
65553,NEU
91306,NEG
90653,NEU
76485,NEG
42031,NEG
39058,NEG
73300,NEG
12476,NEG
38563,NEU
89384,NEG
25214,NEG
11886,NEG
16580,NEG
45784,POS
45093,NEG
12706,NEG
22746,NEG
99124,POS
43329,NEG
95036,POS
78922,NEG
99693,NEG
29523,NEG
88860,NEG
93121,NEG
18205,NEG
31311,NEG
47068,NEG
79564,NEG
32545,POS
58234,NEG
96780,NEG
54789,NEG
74889,NEG
18683,NEG
28797,POS
26246,NEG
31729,NEU
85068,NEU
43081,NEG
58164,NEG
95913,NEG
51203,NEG
98526,POS
71694,NEU
91222,NEG
49728,NEG
29665,POS
95030,POS
29650,NEG
93870,NEU
16048,NEU
33919,NEG
72429,POS
91190,NEG
13255,NEG
70376,NEG
94632,NEU
53840,NEG
70172,NEG
30687,NEU
72982,POS
55902,POS
25018,NEG
40485,POS
34768,NEG
16321,POS
36286,NEG
16908,POS
59228,NEG
86612,NEG
14186,NEG
15488,NEG
49029,NEG
24900,POS
18083,NEU
35787,POS
76577,NEG
22547,NEU
58410,NEG
61104,NEG
71629,POS
37239,NEG
72290,NEU
18848,NEG
97763,POS
43876,NEG
86455,NEU
64585,NEU
36163,NEG
20359,NEG
96316,NEG
26175,NEG
67830,POS
92723,NEG
87251,NEU
74347,POS
90541,POS
19083,NEG
20227,POS
55721,NEU
81779,NEG
72509,NEG
25681,POS
29956,NEU
97247,NEG
82983,NEG
89694,NEG
20608,NEG
85089,NEG
30696,NEG
42744,POS
76888,NEU
49584,NEG
21820,NEG
81663,NEU
57373,POS
93016,NEU
30607,NEG
23693,POS
33367,NEU
62496,NEU
13664,NEG
70783,NEG
62863,NEG
56888,NEU
65236,NEU
93719,NEU
35038,NEU
55705,NEG
84763,POS
48084,NEG
86239,POS
80868,NEU
14929,NEG
38700,POS
20684,NEU
94296,NEG
46026,NEG
66249,NEU
93446,NEG
46201,NEU
82723,NEG
32384,NEU
74011,NEG
64048,NEG
62278,POS
15834,NEG
66125,POS
85703,NEG
24170,NEG
91180,NEG
86447,NEU
70675,NEG
37747,NEG
38129,POS
39448,POS
13336,NEG
54268,NEG
58880,NEG
25717,NEU
66754,NEG
58037,NEU
46191,NEG
74010,NEU
50251,NEG
16986,NEU
61771,NEG
35566,NEG
32539,NEG
37146,NEG
37077,POS
15402,NEU
99284,NEG
48930,NEG
74638,NEG
54347,NEG
83961,NEU
45211,NEG
42814,NEU
96437,NEG
78806,NEG
48750,POS
78650,NEG
46095,NEU
17495,POS
72250,NEG
68345,POS
38005,NEG
51095,NEG
89246,NEG
34345,NEG
94841,NEG
62012,NEG
71016,NEU
89336,NEU
15327,NEG
64319,NEG
98350,POS
81583,NEG
27655,NEU
20722,POS
85430,POS
93858,NEG
96485,NEU
34448,NEG
48651,NEG
63932,POS
67473,NEG
41668,NEG
18975,NEU
70209,NEU
54474,NEG
33032,NEG
75186,NEU
43905,NEU
88990,NEU
22157,POS
75614,NEG
68134,NEG
61195,NEG
34401,NEG
87488,POS
19721,NEG
58969,NEG
59621,NEG
31243,NEU
39196,NEG
88262,NEU
42048,POS
55287,NEG
65662,NEG
63445,POS
55865,NEG
35515,NEG
20668,POS
87649,NEG
87407,NEG
64342,NEU
95317,NEU
28184,NEG
37849,NEG
43974,NEU
32835,NEG
98127,POS
27622,POS
60753,NEG
33666,NEG
88413,NEU
89926,NEG
53105,NEG
49387,NEG
92714,NEU
94876,NEG
62159,NEU
90703,NEU
39625,NEG
71535,NEG
62634,NEG
49304,NEG
13645,NEU
60696,NEG
58460,NEG
96809,NEG
54398,NEG
47545,NEG
48712,NEG
36104,POS
20801,NEG
19587,POS
38762,NEG
64378,NEG
74951,NEG
91513,POS
33785,NEG
19345,NEU
73122,NEU
19594,NEG
74410,NEG
74437,NEG
35836,NEG
99937,NEU
44089,NEU
